Index,Name,Z_Classification,Subgroup_2,Subgroup_3,Subgroup_4,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,total amount
 ZB5K378-XL, MADS hybrid vest black XL (54), A, BODY PROTECTION, CLOTHES, VEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,64,88,163,64,80,209,102,7,0,6,6,5,221,84,59,55,81,200,211,70,62,60,70,53,82,41,23,4,112,6,2432
 ZB5K356-M, NEKAR protective pants black M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,16,129,82,41,33,44,44,8,28,61,2,1,69,87,39,48,54,43,43,46,44,29,13,47,64,192,88,103,94,85,66,59,41,35,12,13,44,0,40,16,22,102,121,56,51,15,13,36,15,2435
 ZB5K241-M, REN insulated jacket graphite M (50), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,64,71,55,30,8,8,20,1,2,6,1,4,39,54,98,54,57,27,1,2,1,2,96,43,81,135,250,212,19,2,7,1,1,0,0,4,227,117,256,174,63,6,7,12,5,140,5,7,21,2498
 ZB5K757-9," JAGST protective gloves coated with polyurethane, black (12 pairs/pack) 9", N, HAND PROTECTION, GLOVES, COATED POLYURETHANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,861,793,83,5,549,32,2417
 ZB5K306-XL, FABIAN protective trousers navy blue XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,113,41,36,73,101,71,240,338,53,88,61,16,47,53,136,90,14,70,173,28,53,1,8,87,91,81,84,28,95,4,2411
 ZB5K516-46, ZORGE safety shoes S3 SRC black 46, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,22,53,18,6,21,8,32,12,25,22,29,6,75,110,85,21,19,19,22,241,19,13,13,27,66,101,75,57,66,21,37,35,23,101,36,21,101,149,238,36,39,25,94,51,35,30,13,26,9,2400
 ZB5K355-L, EMS protective trousers jeans blue L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,64,84,30,22,18,53,44,8,39,9,32,12,63,60,29,25,16,39,84,66,70,51,27,43,55,71,67,89,32,96,85,103,104,91,18,32,64,113,78,55,116,35,71,1,16,5,1,6,0,2394
 ZB5K414-XL," VILS cotton T-shirt, black, XL", N, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,178,109,168,426,201,212,764,218,82,2369
 ZB5K572-42, PLAUER SB SRA safety shoes navy blue/blue 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,61,77,49,98,32,50,21,15,34,81,50,101,159,139,42,39,40,53,30,6,71,49,165,150,151,329,104,66,41,2359
 ZB5K561-45, MURITZ insulated protective boots S3 SRC black 45, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,44,126,4,0,0,0,0,0,1,1,0,2,11,95,78,56,53,25,4,4,0,0,11,57,61,119,291,77,76,13,12,4,2,32,9,5,252,249,395,153,9,25,8,2,0,0,6,1,6,2379
 ZB5K255-XL,BIESE softshell jacket navy blue XL (54), A, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,92,21,21,14,26,43,18,25,11,11,49,170,296,145,101,227,101,30,56,69,12,12,9,84,187,98,64,46,39,57,37,75,4,2,32,2,2336
 ZB5K244-2XL, OKER insulated warning jacket yellow 2XL (56), A, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,68,80,87,0,1,1,0,0,2,4,2,4,23,111,101,126,125,64,5,0,2,6,8,0,33,388,61,154,6,0,13,6,4,14,0,2,211,186,282,138,60,47,7,1,1,34,14,21,18,2520
 ZB5K255-L, BIESE softshell jacket navy blue L (52), A, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,96,15,23,13,20,46,18,15,13,13,48,176,318,154,95,113,109,53,59,97,20,9,15,78,145,102,69,54,41,61,49,63,2,22,32,2,2313
 ZB5K254-XL, INN softshell jacket graphite XL (54), A, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,67,48,67,21,2,15,8,2,7,0,6,0,35,98,33,26,6,15,25,21,149,15,1,42,53,121,316,257,21,46,46,16,25,26,23,9,103,78,159,55,32,12,23,63,77,2,6,34,4,2315
 ZB5K309-XL, FABIAN protective trousers dark gray XL (54), B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,130,37,87,36,266,124,248,63,8,54,0,23,46,35,89,62,21,77,117,50,19,34,20,32,46,145,78,99,82,23,2255
 ZB5K566-42, PLAUER SB SRA safety shoes black/green 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,68,27,11,27,67,106,57,105,37,63,44,50,22,11,37,63,87,102,108,106,171,34,104,22,71,5,51,44,70,136,96,109,42,47,7,2250
 ZB5K761-10, VECHTE nitrile-coated ribbed protective gloves green/gray (12 pairs/pack) 10, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,508,691,505,311,138,16,2239
 ZB5K243-S, WIED graphite insulated vest S (48), A, BODY PROTECTION, CLOTHES, VEST,0,0,0,0,0,0,0,0,0,60,12,4,0,13,1,1,5,4,1,4,13,21,30,29,14,142,54,4,4,1,28,40,125,130,106,150,37,19,5,13,4,0,11,11,115,142,604,130,46,48,15,14,2,7,13,13,2,2242
 ZB5K257-L, ARGEN warning softshell jacket yellow L (52), A, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,48,16,15,8,54,7,5,23,1,27,11,27,46,22,21,20,7,95,49,66,54,68,54,118,165,60,51,62,75,116,117,83,9,35,14,67,51,53,22,30,28,119,46,91,4,2,44,30,2237
 ZB5K232-L, ORLA warning vest orange L (52), B, BODY PROTECTION, WARNING CLOTHING, VEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,35,18,2,34,16,21,261,25,7,5,8,69,7,6,21,46,253,94,67,57,71,0,37,6,123,37,220,241,95,138,18,2228
 ZB5K382-2XL, PASADER fleece sweatshirt dark gray 2XL (56), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,29,19,16,53,36,245,108,84,46,51,20,28,13,12,6,6,121,214,105,167,116,22,117,209,98,44,26,53,27,5,2212
 ZB5K452-43-44, SAAR short socks black 43-44 (3 pairs/pack), C, BODY PROTECTION, CLOTHING ACCESSORIES, SOCKS,0,0,0,25,20,55,61,36,48,84,22,68,22,29,19,19,27,27,102,43,30,41,49,19,49,32,66,77,39,54,66,36,70,23,60,42,25,43,70,12,75,63,29,14,70,64,69,18,44,49,97,0,0,0,6,9,13,2230
 ZB5K438-2XL, BREND sweatshirt black 2XL (56), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,6,75,36,48,20,36,42,51,85,74,21,5,29,51,130,92,40,173,0,9,78,51,29,18,5,101,347,69,68,33,35,89,78,39,16,20,27,6,2187
 ZB5K566-44, PLAUER SB SRA safety shoes black/green 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,53,25,15,40,54,105,66,143,48,74,36,40,14,12,33,51,63,113,81,122,118,55,108,32,62,4,47,37,78,92,83,104,57,64,5,2174
 ZB5K503-41, BILAU safety shoes S1 SRC black/blue 41, A, LEG PROTECTION, SAFE SHOES, SHOES,6,26,105,109,20,12,2,32,123,13,13,2,47,84,76,30,66,73,67,35,28,85,41,14,23,11,28,41,43,80,29,39,14,19,6,43,21,21,27,44,57,42,63,25,34,22,15,4,15,54,33,33,77,64,14,20,6,2175
 ZB5K750-11, RODER latex-coated protective gloves red/black 11, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,420,1312,177,8,101,59,2157
 ZB5K383-2XL, PASADER navy blue fleece sweatshirt 2XL (56), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,29,42,53,9,18,170,69,9,40,131,1,1,19,50,0,29,124,178,153,249,178,63,67,78,82,95,30,14,76,13,2154
 ZB5K383-S," PASADER fleece sweatshirt, navy blue S (48)", A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,81,2,6,33,62,75,20,12,1,16,43,5,5,13,12,5,21,81,190,205,266,206,128,124,99,56,137,18,84,91,49,2153
 ZB5K503-45, BILAU safety shoes S1 SRC black/blue 45, A, LEG PROTECTION, SAFE SHOES, SHOES,4,30,171,110,61,59,2,15,55,16,21,4,32,91,87,29,50,46,55,40,33,26,13,5,15,8,32,59,49,54,39,39,18,16,16,25,12,18,27,47,57,59,75,27,37,23,19,6,13,47,32,47,47,59,16,33,13,2133
 ZB5K801-M, LEMBERG protective overalls dark gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,150,90,81,128,135,216,77,16,50,54,64,2,1,7,179,47,42,84,111,70,73,64,89,30,95,42,21,35,4,2111
 ZB5K257-XL, ARGEN warning softshell jacket yellow XL (54), A, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,2,43,15,9,8,55,5,2,19,0,7,9,19,43,11,20,13,8,77,61,63,51,50,67,128,170,51,56,56,71,106,101,78,18,11,9,73,73,40,27,34,25,153,35,57,4,5,53,18,2108
 ZB5K572-44, PLAUER SB SRA safety shoes navy blue/blue 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,110,62,95,42,29,22,12,34,80,48,74,158,126,35,37,37,51,36,2,43,46,157,122,110,228,92,60,30,2098
 ZB5K242-L, MOZEL insulated jacket graphite L (52), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,64,62,71,34,8,2,11,1,2,1,1,0,32,63,63,43,48,12,6,4,0,2,2,32,36,163,202,215,126,30,2,2,2,0,33,14,130,92,173,157,39,22,8,1,1,91,13,2,25,2147
 ZB5K516-40, ZORGE protective boots S3 SRC black 40, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,16,19,66,5,0,0,32,18,25,6,12,6,66,105,81,18,20,32,14,198,16,14,46,16,69,102,125,12,54,11,23,41,29,71,91,19,60,144,76,49,27,34,64,41,30,22,16,39,9,2086
 ZB5K384-S, PASADER fleece sweatshirt black S (48), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,15,4,32,62,28,140,110,51,9,39,7,12,60,11,19,16,67,228,193,309,332,46,1,12,5,7,2,4,191,20,2081
 ZB5K802-2XL, LEMBERG protective trousers dark gray 2XL (56), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,85,130,37,171,180,269,230,1,15,6,7,2,4,30,94,25,64,95,28,76,88,96,85,33,108,42,11,18,1,2079
 ZB5K562-45, RANDOW safety shoes S3 SRC dark green 45, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,42,29,40,47,63,40,12,15,12,94,116,204,132,62,29,2,0,0,2,0,13,33,133,132,179,73,40,54,63,96,34,47,47,61,30,2073
 ZB5K420-L," ILM long sleeve cotton T-shirt, graphite L (52)", C, BODY PROTECTION, CLOTHES, LENGTH T-SHIRT SLEEVE,0,0,0,0,0,0,2,20,42,103,27,2,4,13,2,7,7,2,12,15,23,57,30,33,64,16,16,27,19,19,69,91,113,109,121,131,16,117,66,80,28,42,20,8,33,98,14,13,42,21,66,36,70,29,33,33,4,2066
 ZB5K505-46, BARTEN safety shoes S1 SRC black 46, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,49,1,37,14,16,22,50,16,12,14,36,12,23,57,37,42,30,34,16,40,34,19,13,42,70,57,35,19,57,39,64,41,19,16,75,77,41,59,55,34,21,29,26,22,14,34,37,103,89,88,60,42,49,5,2046
 ZB5K254-L,INN softshell jacket graphite L (52), A, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,56,63,64,8,6,8,13,1,8,1,5,6,42,119,40,29,5,15,29,20,183,19,2,43,56,128,55,60,29,50,43,27,37,20,19,20,88,104,179,67,43,21,33,42,71,15,25,15,7,2040
 ZB5K242-XL, MOZEL insulated jacket graphite XL (54), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,61,74,63,26,13,1,12,1,4,1,1,1,29,59,74,46,46,9,5,2,1,1,2,30,39,171,212,236,111,28,2,0,1,4,15,8,123,74,152,161,39,27,13,4,1,57,8,4,30,2081
 ZB5K379-XL, NIERS sweatshirt gray melange XL (54), B, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,56,19,9,7,6,1,4,12,6,7,8,11,16,34,39,14,5,22,12,21,13,7,68,158,270,88,20,33,33,43,78,23,9,9,25,48,328,109,40,40,62,47,57,54,15,8,7,4,2003
 ZB5K428-L, TOBIAS cotton polo navy blue L (52), C, BODY PROTECTION, CLOTHES, POLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,20,29,125,172,91,83,128,48,16,14,97,55,115,47,46,16,22,9,5,6,68,43,20,43,41,91,311,76,106,0,1987
 ZB5K437-2XL, MURG sweatpants gray melange 2XL (56), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,121,15,35,28,48,26,5,63,49,54,84,18,83,68,64,85,87,32,40,14,54,307,37,34,94,26,26,123,23,6,30,35,4,1989
 ZB5K355-XL, EMS protective trousers jeans blue XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,59,59,32,21,8,29,7,4,33,8,33,4,29,50,21,19,20,40,82,36,61,20,23,37,42,64,49,61,30,46,68,84,67,46,14,27,81,69,70,30,94,34,115,49,43,6,8,18,6,1954
 ZB5K247-L, REN insulated jacket navy blue L (52), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,92,51,19,1,6,1,15,2,44,119,190,259,70,1,5,4,0,0,0,47,15,322,192,78,6,76,5,21,18,77,130,8,19,20,1981
 ZB5K425-S," VILS cotton T-shirt, gray melange S (48)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,54,414,21,35,60,27,205,28,0,2,0,12,0,0,14,0,6,0,0,0,2,0,19,43,46,172,152,78,151,358,33,8,1949
 ZB5K751-11, RODER latex-coated protective gloves red/black (12 pairs/pack) 11, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,702,404,332,338,84,5,1941
 ZB5K426-2XL,VILS cotton T-shirt dark green 2XL (56), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,1,33,87,25,59,74,29,104,22,174,34,8,19,122,91,161,209,246,11,0,2,6,0,4,0,0,8,12,106,108,105,64,4,1941
 ZB5K385-L, LEVIN hybrid sweatshirt black L (52), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,117,131,101,89,82,99,116,21,0,0,11,0,0,85,39,20,40,26,110,129,88,96,32,70,138,75,47,16,16,47,1,1923
 ZB5K420-XL," ILM long sleeve cotton T-shirt, graphite XL (54)", C, BODY PROTECTION, CLOTHES, LENGTH T-SHIRT SLEEVE,0,0,0,0,0,0,2,13,35,99,14,1,9,19,11,4,11,1,5,12,19,48,23,26,67,14,11,7,39,15,67,70,75,98,70,71,20,136,60,67,28,53,35,32,46,132,70,23,29,16,34,18,82,18,43,25,2,1922
 ZB5K279-1-2XL, EDGAR II protective pants graphite 2XL (56), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,90,70,136,89,56,27,32,121,68,77,29,26,40,6,51,15,177,23,42,112,47,39,54,49,103,135,54,40,55,26,2,1914
 ZB5K734-10, KINZIG Driver protective gloves (goat leather) white 10, N, HAND PROTECTION, GLOVES, LEATHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,930,303,1912
 ZB5K411-M, VILS cotton T-shirt green M (50), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,32,2,35,4,1,15,1,18,6,13,0,0,0,0,117,2,0,6,1,61,67,71,85,30,68,34,87,15,7,23,122,50,63,200,27,71,9,0,113,47,0,9,15,44,12,132,76,83,16,13,1906
 ZB5K567-43, NAAB safety shoes S1P SRC dark gray 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,1,20,36,55,26,15,29,94,75,51,48,12,42,46,64,78,92,61,29,32,82,157,50,32,22,137,119,47,82,40,85,82,36,1897
 ZB5K801-2XL, LEMBERG protective overalls dark gray 2XL (56), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,90,42,123,116,211,122,33,61,75,66,32,20,12,135,5,33,69,71,55,33,41,109,44,111,26,11,26,5,1891
 ZB5K308-XL, FABIAN protective overalls dark gray XL (54), B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,103,50,92,36,132,74,158,106,18,7,0,0,23,74,53,83,9,81,32,20,33,2,15,12,89,222,28,124,111,25,1890
 ZB5K561-41, MURITZ insulated protective boots S3 SRC black 41, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,44,81,2,0,0,0,0,0,0,0,1,4,11,95,80,47,37,32,0,2,4,0,12,37,71,133,63,55,87,6,16,1,1,36,23,19,181,242,322,145,1,2,0,1,1,1,12,0,11,1920
 ZB5K385-XL, LEVIN hybrid sweatshirt black XL (54), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,116,73,78,73,71,96,131,48,53,5,25,8,0,75,48,23,54,21,103,77,91,90,43,63,161,51,47,15,9,42,5,1872
 ZB5K506-46, ZORGE safety shoes S3 SRC black 46, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,4,39,13,2,5,23,23,21,23,51,40,14,41,90,70,26,6,19,47,131,47,14,14,23,144,157,23,4,7,5,44,29,59,63,26,9,27,11,64,8,57,29,28,42,46,136,22,27,1,1854
 ZB5K426-M, VILS cotton T-shirt dark green M (50), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,33,66,27,61,76,56,98,27,178,33,5,15,95,83,143,321,168,8,0,4,0,0,0,0,1,1,36,111,48,75,51,25,1852
 ZB5K308-L, FABIAN protective overalls dark gray L (52), B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,98,47,91,73,149,76,177,82,13,7,4,2,16,81,48,102,19,44,34,23,37,4,25,22,68,118,18,170,106,23,1846
ZB5K247-XL, REN insulated jacket navy blue XL (54), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,88,46,16,1,2,4,22,5,42,122,198,267,60,15,5,8,0,0,0,70,14,281,223,2,5,84,18,7,2,80,70,6,20,19,1863
 ZB5K452-41-42, SAAR short socks black 41-42 (3 pairs/pack), C, BODY PROTECTION, CLOTHING ACCESSORIES, SOCKS,0,0,0,20,25,50,47,43,48,26,18,22,7,27,19,20,26,30,59,19,32,23,23,19,32,34,27,64,36,46,37,23,67,16,28,51,15,33,47,13,51,56,16,22,47,39,51,12,29,19,88,23,57,41,48,75,5,1851
 ZB5K428-XL, TOBIAS cotton polo navy blue XL (54), C, BODY PROTECTION, CLOTHES, POLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,23,23,118,157,81,48,101,91,16,13,111,73,50,102,70,18,70,19,13,6,66,18,27,23,46,51,197,74,92,5,1851
 ZB5K508-38, MILDE women's safety shoes S1 SRC black/violet 38, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,4,0,6,9,4,0,8,13,8,18,19,20,8,7,20,34,36,22,37,89,35,30,32,55,39,28,71,103,43,35,73,74,59,48,64,53,44,37,95,64,109,16,41,74,50,80,19,1832
 ZB5K305-L, FABIAN protective overalls navy blue L (52), B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,85,34,61,47,41,55,273,44,14,30,14,5,30,88,103,64,46,154,11,14,71,8,41,56,166,46,19,11,132,4,1838
 ZB5K411-2XL, VILS cotton T-shirt green 2XL (56), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,53,6,29,0,26,2,9,13,4,11,0,0,0,0,6,4,0,0,1,84,92,54,50,43,81,4,89,6,14,12,241,181,27,274,30,37,6,1,97,0,0,26,4,29,33,32,42,43,28,7,1830
 ZB5K241-2XL, REN insulated jacket graphite 2XL (56), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,96,71,53,7,6,2,2,0,1,2,1,2,26,62,112,81,48,20,2,1,0,1,27,43,70,201,74,0,12,2,2,0,0,0,0,12,235,135,178,108,46,13,4,2,1,47,9,21,29,1868
 ZB5K802-S, LEMBERG protective trousers dark gray S (48), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,66,108,54,132,131,104,34,9,13,0,0,0,0,2,259,40,57,131,77,42,84,74,83,42,145,35,7,35,2,1810
 ZB5K800-M, LEMBERG protective sweatshirt dark gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,61,81,78,146,75,205,32,9,4,8,4,8,159,21,254,11,22,84,51,94,57,92,71,37,122,0,0,1,9,1815
 ZB5K233-S, ROSSEL warning T-shirt yellow S (48), A, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,4,6,0,1,9,0,1,30,32,48,95,85,41,14,6,7,0,5,2,33,55,170,156,103,46,8,4,6,21,16,27,57,122,149,146,173,47,15,1795
 ZB5K567-42, NAAB safety shoes S1P SRC dark gray 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,1,20,29,49,13,18,27,80,62,66,32,9,47,53,53,80,76,62,32,28,37,131,48,35,16,110,128,78,89,75,87,80,21,1781
 ZB5K031, PADER transparent uni polycarbonate face shield, C, HEAD PROTECTION, COVER, PADER FACE COVER,0,28,6,0,62,9,5,35,87,15,27,0,2,0,0,293,6,14,40,9,140,82,104,7,1,1,150,83,4,23,124,2,25,14,53,5,14,0,289,0,64,11,5,60,46,0,0,4,1,0,1,59,19,5,14,2,0,2048
 ZB5K562-41,RANDOW safety shoes S3 SRC dark green 41, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,30,32,20,53,27,12,4,23,4,56,84,108,83,105,56,26,15,15,13,9,29,14,73,109,157,64,77,32,66,73,21,51,53,81,12,1766
 ZB5K379-M, NIERS sweatshirt gray melange M (50), B, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,61,12,1,6,11,1,7,13,9,8,7,13,9,51,47,15,13,20,5,13,14,5,51,71,171,87,144,8,6,1,1,5,1,1,303,48,157,66,14,19,56,55,62,62,11,7,2,0,1749
 ZB5K382-S, PASADER fleece sweatshirt dark gray S (48), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,9,9,8,47,25,124,85,41,18,53,19,16,8,1,4,26,73,249,49,104,99,53,88,201,71,26,47,51,42,12,1722
